,filename,file_type,contig,contig_len,plasmid_name,plasmid_accession,top_hit
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_41_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_32_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_30_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_31_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_66_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/._KH2_7_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/._KH_5_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_16_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_66_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_70_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_14_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_9_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_10_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/._KH_35_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_27_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_52_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_39_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_58_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_34_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_28_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_16_genome.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_12.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH2_17.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_5.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_11.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_37.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_48.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_26.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/KH_39.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_24.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_4.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/AL_98.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_7.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/KH_26.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_9.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_13.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH2_7.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_40.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_8.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/KH_41.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_99.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_61.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/KH_9.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_10.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_25.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_45.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH2_37.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_39.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_98.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_16.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_6.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH2_22.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_41.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_49.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_12.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/KH_31.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_35.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_31.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._AL_100.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
0,/scratch/alopatki_lab/Sharma/Project-6/processed_data/long_read_genomes_only_assemblies_20221105/._KH_3.contigs.fasta,n/a,n/a,1000000.0,no plasmid found,n/a,
